城市,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
阳江市,,,1.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,7.0,8.0,13.0,24.0,30,37,52,74,88,117,177,356,507,626,809,960,1111,1262,1413,1564
阳泉市,,2.0,3.0,4.0,4.0,6.0,8.0,10.0,12.0,17.0,19.0,26.0,27.0,28.0,36.0,43,52,64,82,102,134,235,332,725,771,1418,1774,2130,2486,2843,3199
陇南市,,,,,1.0,1.0,3.0,3.0,5.0,6.0,8.0,10.0,11.0,17.0,23.0,33,47,55,68,84,107,175,266,366,435,566,666,766,866,966,1066
随州市,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,6.0,7.0,10.0,12.0,19.0,28.0,45,60,80,98,121,169,283,378,489,610,666,761,855,950,1044,1139
雅安市,,,,,,,,,,1.0,2.0,3.0,7.0,8.0,13.0,17,22,29,37,55,85,146,210,281,372,423,494,565,636,707,778
青岛市,102.0,128.0,155.0,186.0,224.0,267.0,316.0,375.0,429.0,518.0,629.0,774.0,917.0,1122.0,1485.0,1976,2530,3263,4174,5476,8949,13922,18298,21905,24151,30730,34990,39250,43510,47770,52030
鞍山市,11.0,13.0,15.0,18.0,20.0,23.0,27.0,34.0,38.0,42.0,46.0,54.0,59.0,67.0,88.0,102,125,151,186,226,357,555,677,761,841,1071,1210,1349,1488,1627,1766
韶关市,2.0,2.0,6.0,7.0,8.0,10.0,13.0,16.0,18.0,20.0,26.0,30.0,37.0,42.0,56.0,66,84,114,156,212,302,494,661,838,1002,1146,1307,1468,1629,1790,1951
马鞍山市,,,4.0,7.0,7.0,9.0,12.0,14.0,18.0,23.0,30.0,39.0,48.0,66.0,84.0,105,128,159,192,232,406,598,807,971,1155,1354,1542,1730,1918,2106,2294
驻马店市,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,9.0,16.0,27.0,34,49,72,99,144,235,468,676,975,1252,1528,1809,2091,2373,2655,2937
鸡西市,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,8.0,8.0,10.0,13,17,21,31,36,48,78,125,160,215,230,265,300,335,370,405
鹤壁市,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,10.0,12.0,21.0,34,46,59,85,130,201,375,513,688,838,953,1095,1238,1381,1524,1667
鹤岗市,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,7,11,13,20,29,32,41,88,127,147,206,245,284,324,363,402
鹰潭市,,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,10.0,11.0,17.0,22,27,41,60,83,173,265,368,502,530,770,904,1038,1172,1306,1440
黄冈市,1.0,1.0,2.0,3.0,5.0,6.0,8.0,11.0,13.0,18.0,21.0,27.0,29.0,36.0,51.0,74,108,146,209,285,362,631,932,1330,1734,2126,2524,2922,3320,3718,4116
黄山市,1.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,15.0,24.0,29,34,39,57,76,101,184,274,400,500,651,777,903,1029,1155,1281
黄石市,5.0,5.0,8.0,11.0,11.0,12.0,12.0,17.0,18.0,20.0,26.0,29.0,32.0,38.0,45.0,63,80,120,152,197,265,526,700,977,1170,1331,1531,1730,1930,2129,2329
黑河市,,,,,,1.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,9.0,14.0,18,20,26,34,51,70,94,129,172,225,258,301,344,387,430,473
齐齐哈尔市,,,,,1.0,2.0,2.0,3.0,3.0,5.0,7.0,10.0,15.0,17.0,19.0,24,32,38,55,69,95,163,305,451,501,743,889,1035,1181,1327,1473
龙岩市,1.0,3.0,6.0,10.0,13.0,17.0,22.0,28.0,33.0,39.0,46.0,58.0,69.0,83.0,110.0,139,177,243,362,577,944,1404,1878,2372,2950,3270,3718,4167,4616,5065,5513
